PROBEID	ENTREZID	Coverage	Specificity	Cov_Spec
217190_x_at	2099	0.7	0.3503496503	0.2452447552
217191_x_at	1345	0.0416666667	0.220979021	0.0092074592
217192_s_at	639	0.0120967742	0.6131118881	0.0074166761
217196_s_at	23271	1	0.6694055944	0.6694055944
217197_x_at	90634	1	0.7006993007	0.7006993007
217198_x_at	642131	1	0.3302447552	0.3302447552
217199_s_at	6773	0.5	0.6131118881	0.3065559441
217200_x_at	1534	0.5384615385	0.4282051282	0.2305719921
217202_s_at	2752	0.1904761905	0.7006993007	0.1334665335
217203_at	2752	0.1904761905	0.2088461538	0.0397802198
217207_s_at	10917	1	0.5255244755	0.5255244755
217208_s_at	1739	0.8181818182	0.8758741259	0.7166242848
217212_s_at	3581	0.6666666667	0.7006993007	0.4671328671
217213_at	6530	0.1315789474	0.7882867133	0.103721936
217214_s_at	6530	0.0526315789	0.9634615385	0.050708502
217215_s_at	339669	1	0.7882867133	0.7882867133
217216_x_at	27030	1	0.3503496503	0.3503496503
217218_at	23063	1	0.555	0.555
217219_at	26102	1	0.7006993007	0.7006993007
217221_x_at	8241	0.9	0.6131118881	0.5518006993
217222_at	642131	1	0.351048951	0.351048951
217223_s_at	613	0.0099009901	0.7882867133	0.0078048189
217226_s_at	81855	1	0.7882867133	0.7882867133
217228_s_at	51666	1	0.9634615385	0.9634615385
217230_at	7430	0.1875	0.5255244755	0.0985358392
217231_s_at	22983	0.75	0.4379370629	0.3284527972
217232_x_at	3043	0.0769230769	0.1751748252	0.0134749866
217234_s_at	7430	0.1875	0.5255244755	0.0985358392
217236_x_at	642131	1	0.2315384615	0.2315384615
217238_s_at	229	0.0019267823	0.7882867133	0.0015188569
217239_x_at	101930405	1	0.5713286713	0.5713286713
217242_at	7710	0.3333333333	0.5956293706	0.1985431235
217245_at	10824	1	0.1681818182	0.1681818182
217248_s_at	23428	0.8	0.6026223776	0.4820979021
217249_x_at	1347	0.2857142857	0.3508741259	0.1002497502
217250_s_at	26038	1	0.5255244755	0.5255244755
217253_at	6452	0.3333333333	0.3503496503	0.1167832168
217254_s_at	2056	1	0.3503496503	0.3503496503
217257_at	6452	0.3333333333	0.7882867133	0.2627622378
217262_s_at	9620	0.1111111111	0.4379370629	0.0486596737
217264_s_at	6337	0.1666666667	0.2890384615	0.0481730769
217265_at	51090	1	0.1430769231	0.1430769231
217269_s_at	5651	0.25	0.7006993007	0.1751748252
217270_s_at	9149	0.5384615385	0.5255244755	0.2829747176
217272_s_at	5275	0.2307692308	0.7882867133	0.1819123185
217274_x_at	4635	1	0.3293706294	0.3293706294
217275_at	8220	0.3333333333	0.5255244755	0.1751748252
217276_x_at	253190	1	0.0875874126	0.0875874126
217279_x_at	4323	0.0833333333	0.2627622378	0.0218968531
217280_x_at	2558	0.1666666667	0.6131118881	0.1021853147
217283_at	6474	0.0967741935	0.2391608392	0.0231445973
217284_x_at	253190	1	0.241958042	0.241958042
217285_at	8220	0.3333333333	0.7882867133	0.2627622378
217286_s_at	57446	0.2857142857	0.7882867133	0.2252247752
217287_s_at	7225	0.5	0.6131118881	0.3065559441
217289_s_at	2542	0.1351351351	0.7006993007	0.0946890947
217290_at	10465	1	0.1793706294	0.1793706294
217292_at	55133	1	0.4379370629	0.4379370629
217294_s_at	2023	0.2857142857	0.1368881119	0.0391108891
217297_s_at	4650	0.3333333333	0.6131118881	0.2043706294
217299_s_at	4683	1	0.6131118881	0.6131118881
217301_x_at	5928	0.12	0.2627622378	0.0315314685
217302_at	135948	1	0.4379370629	0.4379370629
217303_s_at	155	0.0046082949	0.6131118881	0.0028254004
217305_s_at	55811	0.8	0.6131118881	0.4904895105
217308_at	26184	1	0.2627622378	0.2627622378
217309_s_at	10311	1	0.6131118881	0.6131118881
217310_s_at	22887	0.875	0.7882867133	0.6897508741
217312_s_at	1294	0.0357142857	0.5255244755	0.0187687313
217313_at	6142	0.1111111111	0.2426573427	0.026961927
217315_s_at	26085	1	0.5255244755	0.5255244755
217316_at	390892	1	0.7006993007	0.7006993007
217318_x_at	253260	1	0.0562937063	0.0562937063
217319_x_at	1579	0.125	0.3994755245	0.0499344406
217322_x_at	220988	1	0.2910839161	0.2910839161
217323_at	3128	0.1	0.6131118881	0.0613111888
217325_at	3850	0.75	0.4975524476	0.3731643357
217329_x_at	1349	0.1666666667	0.2347902098	0.0391317016
217330_at	27185	0.9285714286	0.6729020979	0.6248376623
217332_at	57097	1	0.0562937063	0.0562937063
217334_at	442186	1	0.6026223776	0.6026223776
217339_x_at	30848	0.5	0.1333916084	0.0666958042
217340_at	101928663	1	0.1751748252	0.1751748252
217341_at	1759	0.6923076923	0.5255244755	0.3638246369
217342_x_at	220134	1	0.1265734266	0.1265734266
217347_at	11224	1	0.298951049	0.298951049
217348_x_at	5881	0.3333333333	0.0562937063	0.0187645688
217349_s_at	4007	0.0208333333	0.7882867133	0.0164226399
217352_at	4709	0.2727272727	0.4325174825	0.1179593134
217353_at	3178	0.1428571429	0.1863636364	0.0266233766
217354_s_at	3257	1	0.7006993007	0.7006993007
217356_s_at	5230	0.2	0.5255244755	0.1051048951
217359_s_at	4684	0.0909090909	0.4379370629	0.0398124603
217363_x_at	6146	0.0625	0.2634615385	0.0164663462
217364_x_at	8669	0.2307692308	0.5363636364	0.1237762238
217367_s_at	23051	1	0.7006993007	0.7006993007
217368_at	517	0.0073800738	0.1793706294	0.0013237685
217370_x_at	2521	0.1818181818	0.2627622378	0.0477749523
217371_s_at	3600	0.25	0.7882867133	0.1970716783
217373_x_at	4193	0.6666666667	0.6131118881	0.4087412587
217377_x_at	4916	0.3125	0.2627622378	0.0821131993
217378_x_at	102725018	1	0.3508741259	0.3508741259
217383_at	5230	0.2	0.4066433566	0.0813286713
217385_at	51438	1	0.1793706294	0.1793706294
217388_s_at	8942	0.2857142857	0.7006993007	0.2001998002
217389_s_at	22809	0.5	0.5255244755	0.2627622378
217391_x_at	23378	1	0.3050699301	0.3050699301
217392_at	829	0.0068493151	0.4185314685	0.0028666539
217393_x_at	7334	0.3333333333	0.6131118881	0.2043706294
217398_x_at	2597	0.1081081081	0.423951049	0.0458325458
217399_s_at	2309	0.0392156863	0.3503496503	0.013739202
217400_at	5111	0.0625	0.3762237762	0.023513986
217403_s_at	7770	0.7	0.7006993007	0.4904895105
217404_s_at	1280	0.1875	0.7006993007	0.1313811189
217405_x_at	2822	0.0384615385	0.4204545455	0.0161713287
217407_x_at	23759	1	0.2557692308	0.2557692308
217408_at	28973	1	0.6902097902	0.6902097902
217409_at	4644	1	0.8758741259	0.8758741259
217410_at	375790	1	0.7882867133	0.7882867133
217411_s_at	6239	0.7647058824	0.7006993007	0.535828877
217413_s_at	7148	0.0588235294	0.6131118881	0.0360654052
217415_at	5430	0.2	0.5748251748	0.114965035
217416_x_at	55151	0.6666666667	0.1926923077	0.1284615385
217418_x_at	931	0.0078740157	0.3503496503	0.0027586587
217419_x_at	375790	1	0.5115384615	0.5115384615
217420_s_at	5430	0.2	0.7882867133	0.1576573427
217421_at	55124	0.75	0.7006993007	0.5255244755
217422_s_at	933	0.0314465409	0.7882867133	0.0247888904
217425_at	4158	0.3333333333	0.8618881119	0.2872960373
217426_at	79075	1	0.6832167832	0.6832167832
217427_s_at	7290	0.0344827586	0.7777972028	0.0268205932
217428_s_at	1300	0.1071428571	0.7882867133	0.0844592907
217430_x_at	5155	0.0769230769	0.0875874126	0.0067374933
217432_s_at	3423	0.064516129	0.7882867133	0.0508572073
217433_at	6867	1	0.6694055944	0.6694055944
217434_at	4158	0.3333333333	0.6131118881	0.2043706294
217435_x_at	5155	0.0769230769	0.5255244755	0.0404249597
217437_s_at	6867	1	0.8758741259	0.8758741259
217441_at	23032	0.8	0.7882867133	0.6306293706
217443_at	283847	0.3333333333	0.1681818182	0.0560606061
217444_at	140688	1	0.3503496503	0.3503496503
217445_s_at	2618	0.4375	0.8758741259	0.3831949301
217447_at	4099	0.1428571429	0.7882867133	0.1126123876
217448_s_at	9878	1	0.6131118881	0.6131118881
217451_at	9377	1	0.2391608392	0.2391608392
217452_s_at	8707	0.3333333333	0.7006993007	0.2335664336
217455_s_at	6752	0.5	0.8758741259	0.4379370629
217456_x_at	3133	0.0769230769	0.1646853147	0.0126681011
217457_s_at	5910	0.7777777778	0.7882867133	0.6131118881
217461_x_at	102724313	0.4	0.1438811189	0.0575524476
217463_s_at	745	0.0591715976	0.7006993007	0.0414614971
217464_at	26784	0.5	0.5713286713	0.2856643357
217465_at	10787	1	0.7882867133	0.7882867133
217466_x_at	26784	0.5	0.4379370629	0.2189685315
217471_at	101928104	1	0.7882867133	0.7882867133
217472_at	3674	0.0555555556	0.763986014	0.0424436674
217473_x_at	6556	0.5714285714	0.3503496503	0.2001998002
217474_at	101928104	1	0.6867132867	0.6867132867
217475_s_at	3985	0.2	0.7006993007	0.1401398601
217476_at	7067	0.2857142857	0.6131118881	0.1751748252
217477_at	8395	0.2857142857	0.6131118881	0.1751748252
217478_s_at	3108	0.0833333333	0.7882867133	0.0656905594
217480_x_at	102725018	1	0.2912587413	0.2912587413
217483_at	219595	1	0.8758741259	0.8758741259
217486_s_at	23390	1	0.7882867133	0.7882867133
217487_x_at	219595	1	0.5255244755	0.5255244755
217488_x_at	5395	0.1052631579	0.1333916084	0.0140412219
217489_s_at	3570	0.3333333333	0.9634615385	0.3211538462
217491_x_at	1350	0.3333333333	0.6131118881	0.2043706294
217492_s_at	5728	0.0909090909	0.7882867133	0.0716624285
217493_x_at	9436	0.3333333333	0.0875874126	0.0291958042
217494_s_at	5728	0.0909090909	0.5255244755	0.0477749523
217495_x_at	796	0.0105263158	0.0875874126	0.0009219728
217496_s_at	3416	0.1538461538	0.6131118881	0.0943249059
217498_at	10220	0.3333333333	0.7743006993	0.2581002331
217500_at	7073	0.6666666667	0.6131118881	0.4087412587
217501_at	9391	0.0909090909	0.7882867133	0.0716624285
217502_at	3433	0.3333333333	0.4379370629	0.145979021
217503_at	9262	0.3333333333	0.7006993007	0.2335664336
217504_at	23460	0.2307692308	0.5255244755	0.121274879
217507_at	6556	0.5714285714	0.7882867133	0.4504495504
217508_s_at	147339	1	0.6131118881	0.6131118881
217509_x_at	2901	0.1034482759	0.4379370629	0.0453038341
217510_at	1406	0.0133333333	0.5255244755	0.007006993
217511_at	81621	0.5	0.7882867133	0.3941433566
217512_at	3827	0.0769230769	0.5255244755	0.0404249597
217513_at	284021	1	0.7006993007	0.7006993007
217514_at	10379	1	0.0562937063	0.0562937063
217515_s_at	779	0.0153846154	0.5255244755	0.0080849919
217516_x_at	421	0.0223463687	0.1751748252	0.0039145212
217517_x_at	6733	0.375	0.2627622378	0.0985358392
217521_at	3034	0.1	0.6131118881	0.0613111888
217522_at	169522	1	0.7847902098	0.7847902098
217524_x_at	5145	0.05	0.7882867133	0.0394143357
217525_at	283298	1	0.7882867133	0.7882867133
217526_at	84901	1	0.5255244755	0.5255244755
217527_s_at	84901	1	0.8758741259	0.8758741259
217528_at	9635	0.1428571429	0.6131118881	0.0875874126
217529_at	80228	1	0.7882867133	0.7882867133
217532_x_at	114825	0.1428571429	0.3503496503	0.05004995
217533_x_at	114825	0.1428571429	0.2522727273	0.036038961
217537_x_at	729059	1	0.1125874126	0.1125874126
217539_at	147339	1	0.7603146853	0.7603146853
217540_at	91775	1	0.6131118881	0.6131118881
217541_x_at	125893	1	0.0875874126	0.0875874126
217542_at	4193	0.4166666667	0.9391608392	0.3913170163
217543_s_at	8720	0.1666666667	0.7006993007	0.1167832168
217545_at	79784	1	0.7743006993	0.7743006993
217547_x_at	171392	1	0.1751748252	0.1751748252
217548_at	348110	1	0.7882867133	0.7882867133
217550_at	22926	0.75	0.6131118881	0.4598339161
217551_at	10819	1	0.2627622378	0.2627622378
217552_x_at	1378	0.2666666667	0.7882867133	0.2102097902
217553_at	256227	0.5	0.7882867133	0.3941433566
217555_at	8243	1	0.7006993007	0.7006993007
217556_at	1183	0.4	0.6131118881	0.2452447552
217557_s_at	1368	0.15	0.5255244755	0.0788286713
217559_at	140801	1	0.4379370629	0.4379370629
217561_at	796	0.0052631579	0.4379370629	0.0023049319
217562_at	339479	1	0.6131118881	0.6131118881
217564_s_at	102723962	0.1428571429	0.5255244755	0.0750749251
217566_s_at	7047	0.0909090909	0.5255244755	0.0477749523
217568_at	10876	1	0.5255244755	0.5255244755
217575_s_at	6655	0.4	0.5255244755	0.2102097902
217576_x_at	6655	0.4	0.4379370629	0.1751748252
217579_x_at	360200	1	0.0562937063	0.0562937063
217588_at	117155	0.6666666667	0.4379370629	0.291958042
217590_s_at	8989	0.0185185185	0.7882867133	0.0145979021
217592_at	90204	0.5	0.4351398601	0.2175699301
217595_at	2935	0.1428571429	0.7006993007	0.1000999001
217597_x_at	1820	0.2	0.2496503497	0.0499300699
217599_s_at	29969	1	0.7006993007	0.7006993007
217600_at	222663	1	0.6131118881	0.6131118881
217601_at	23511	1	0.8758741259	0.8758741259
217605_at	389856	1	0.4379370629	0.4379370629
217607_x_at	1982	1	0.2627622378	0.2627622378
217608_at	285672	1	0.7882867133	0.7882867133
217618_x_at	3364	0.5	0.5255244755	0.2627622378
217620_s_at	5291	0.1666666667	0.7006993007	0.1167832168
217621_at	6530	0.0263157895	0.6131118881	0.0161345234
217623_at	91807	0.3333333333	0.4379370629	0.145979021
217624_at	11333	1	0.8671153846	0.8671153846
217627_at	126231	1	0.8479020979	0.8479020979
217628_at	53405	0.5	0.7006993007	0.3503496503
217632_at	54552	0.5	0.5888111888	0.2944055944
217635_s_at	5428	0.25	0.7006993007	0.1751748252
217636_at	200942	1	0.1125874126	0.1125874126
217640_x_at	220134	1	0.7465034965	0.7465034965
217641_at	64582	1	0.4379370629	0.4379370629
217643_x_at	54566	0.5	0.0632867133	0.0316433566
217644_s_at	6655	0.4	0.7882867133	0.3153146853
217650_x_at	6483	0.0322580645	0.1751748252	0.0056508008
217653_x_at	439933	1	0.0597902098	0.0597902098
217660_at	79784	1	0.7847902098	0.7847902098
217661_x_at	147912	1	0.5255244755	0.5255244755
217662_x_at	9870	0.1333333333	0.0562937063	0.0075058275
217663_at	10780	0.5	0.7006993007	0.3503496503
217669_s_at	9472	1	0.8758741259	0.8758741259
217672_x_at	10209	0.25	0.3788461538	0.0947115385
217673_x_at	2778	0.1860465116	0.3578671329	0.0665799317
217675_at	201501	1	0.2807692308	0.2807692308
217677_at	59339	1	0.8758741259	0.8758741259
217678_at	23657	1	0.7882867133	0.7882867133
217681_at	7477	0.1	0.5748251748	0.0574825175
217684_at	55556	0.75	0.6131118881	0.4598339161
217687_at	108	0.0027472527	0.7882867133	0.0021656228
217688_at	108	0.0027472527	0.7006993007	0.0019249981
217690_at	55556	0.75	0.5888111888	0.4416083916
217691_x_at	9123	0.3333333333	0.2627622378	0.0875874126
217692_at	4116	0.0909090909	0.1793706294	0.0163064209
217693_x_at	4116	0.0909090909	0.0809615385	0.0073601399
217696_at	2529	0.03125	0.4379370629	0.0136855332
217707_x_at	6595	0.7777777778	0.4730769231	0.3679487179
217710_x_at	3705	0.2727272727	0.1751748252	0.0477749523
217711_at	7010	0.1764705882	0.5255244755	0.0927396133
217714_x_at	10297	1	0.2356643357	0.2356643357
217716_s_at	29927	1	0.7777972028	0.7777972028
217717_s_at	7529	0.25	0.8758741259	0.2189685315
217718_s_at	7529	0.25	0.7882867133	0.1970716783
217719_at	51386	1	0.7006993007	0.7006993007
217720_at	51142	1	0.6867132867	0.6867132867
217721_at	989	0.0135135135	0.7882867133	0.0106525232
217722_s_at	51335	1	0.7006993007	0.7006993007
217723_x_at	283120	0.5	0.4379370629	0.2189685315
217724_at	26135	1	0.8758741259	0.8758741259
217725_x_at	26135	1	0.5255244755	0.5255244755
217726_at	22818	1	0.7006993007	0.7006993007
217727_x_at	55737	1	0.7882867133	0.7882867133
217728_at	6277	0.25	0.6797202797	0.1699300699
217729_s_at	166	0.0188679245	0.7882867133	0.0148733342
217730_at	64114	1	0.6131118881	0.6131118881
217731_s_at	9445	0.3333333333	0.7006993007	0.2335664336
217732_s_at	9445	0.3333333333	0.7882867133	0.2627622378
217733_s_at	9168	0.0333333333	0.8758741259	0.0291958042
217734_s_at	11180	1	0.1751748252	0.1751748252
217735_s_at	27102	0.5	0.6131118881	0.3065559441
217736_s_at	27102	0.5	0.2627622378	0.1313811189
217737_x_at	51507	0.8	0.6797202797	0.5437762238
217738_at	10135	1	0.7006993007	0.7006993007
217739_s_at	10135	1	0.7006993007	0.7006993007
217740_x_at	6130	0.05	0.7006993007	0.035034965
217741_s_at	7763	0.5454545455	0.7006993007	0.3821996186
217742_s_at	51322	1	0.5255244755	0.5255244755
217743_s_at	55754	1	0.6867132867	0.6867132867
217744_s_at	64065	1	0.6131118881	0.6131118881
217745_s_at	80218	1	0.6131118881	0.6131118881
217746_s_at	10015	0.3333333333	0.8758741259	0.291958042
217748_at	51094	1	0.5853146853	0.5853146853
217749_at	22820	1	0.7882867133	0.7882867133
217750_s_at	65264	1	0.8758741259	0.8758741259
217751_at	373156	1	0.6131118881	0.6131118881
217752_s_at	55748	1	0.6131118881	0.6131118881
217754_at	54606	1	0.7743006993	0.7743006993
217755_at	51155	0.6666666667	0.7006993007	0.4671328671
217756_x_at	10169	1	0.4379370629	0.4379370629
217757_at	2	6.48845055800675E-005	0.501048951	3.25103134602226E-005
217758_s_at	56889	1	0.7882867133	0.7882867133
217759_at	54765	1	0.8758741259	0.8758741259
217760_at	54765	1	0.8758741259	0.8758741259
217761_at	55256	1	0.7882867133	0.7882867133
217762_s_at	11031	1	0.8758741259	0.8758741259
217763_s_at	11031	1	0.7006993007	0.7006993007
217764_s_at	11031	1	0.6131118881	0.6131118881
217765_at	29959	0.3333333333	0.7882867133	0.2627622378
217766_s_at	23585	1	0.7006993007	0.7006993007
217767_at	718	0.0056497175	0.6131118881	0.003463909
217768_at	51637	1	0.8758741259	0.8758741259
217769_s_at	51371	1	0.8758741259	0.8758741259
217770_at	51604	1	0.5991258741	0.5991258741
217771_at	51280	1	0.7882867133	0.7882867133
217772_s_at	23788	0.4	0.7006993007	0.2802797203
217773_s_at	4697	0.8	0.7006993007	0.5605594406
217774_s_at	51504	1	0.8758741259	0.8758741259
217775_s_at	51109	1	0.5255244755	0.5255244755
217776_at	51109	1	0.5255244755	0.5255244755
217777_s_at	51495	1	0.5255244755	0.5255244755
217778_at	27173	1	0.6622377622	0.6622377622
217779_s_at	55629	1	0.7882867133	0.7882867133
217780_at	51398	1	0.5255244755	0.5255244755
217781_s_at	64397	1	0.8758741259	0.8758741259
217782_s_at	2873	0.1794871795	0.5255244755	0.0943249059
217783_s_at	51646	1	0.7882867133	0.7882867133
217784_at	10652	1	0.6131118881	0.6131118881
217785_s_at	10652	1	0.7006993007	0.7006993007
217786_at	10419	1	0.7604895105	0.7604895105
217787_s_at	2590	0.0350877193	0.8758741259	0.0307324255
217788_s_at	2590	0.0350877193	0.9321678322	0.0327076432
217789_at	58533	1	0.7006993007	0.7006993007
217790_s_at	6747	0.125	0.6131118881	0.076638986
217791_s_at	5832	0.12	0.9634615385	0.1156153846
217792_at	27131	1	0.5780769231	0.5780769231
217793_at	9230	0.05	0.4379370629	0.0218968531
217794_at	54458	1	0.6131118881	0.6131118881
217795_s_at	79188	1	0.7882867133	0.7882867133
217796_s_at	55666	1	0.7006993007	0.7006993007
217797_at	51506	1	0.8653846154	0.8653846154
217798_at	4848	0.2142857143	0.6131118881	0.1313811189
217799_x_at	7328	0.2307692308	0.7006993007	0.1616998386
217800_s_at	80762	1	0.8758741259	0.8758741259
217801_at	514	0.0029498525	0.7006993007	0.0020669596
217802_s_at	64710	1	0.6131118881	0.6131118881
217803_at	64083	1	0.5255244755	0.5255244755
217804_s_at	3609	0.1666666667	0.8758741259	0.145979021
217805_at	3609	0.1666666667	0.6972027972	0.1162004662
217806_s_at	26073	1	0.6131118881	0.6131118881
217807_s_at	29997	0.1666666667	0.1751748252	0.0291958042
217808_s_at	79109	0.8333333333	0.7006993007	0.5839160839
217809_at	28969	1	0.7882867133	0.7882867133
217810_x_at	51520	0.25	0.1438811189	0.0359702797
217811_at	51714	1	0.7006993007	0.7006993007
217812_at	51441	1	0.6131118881	0.6131118881
217813_s_at	10927	1	0.5255244755	0.5255244755
217814_at	57003	1	0.7882867133	0.7882867133
217815_at	11198	0.5	0.6131118881	0.3065559441
217816_s_at	57092	1	0.4379370629	0.4379370629
217817_at	10093	1	0.7006993007	0.7006993007
217818_s_at	10093	1	0.6131118881	0.6131118881
217819_at	51125	1	0.7006993007	0.7006993007
217820_s_at	55740	1	0.7006993007	0.7006993007
217821_s_at	51729	1	0.7882867133	0.7882867133
217822_at	51729	1	0.4379370629	0.4379370629
217823_s_at	51465	1	0.7006993007	0.7006993007
217824_at	51465	1	0.7882867133	0.7882867133
217825_s_at	51465	1	0.7882867133	0.7882867133
217826_s_at	51465	1	0.8758741259	0.8758741259
217827_s_at	51324	1	0.6131118881	0.6131118881
217828_at	79811	1	0.7882867133	0.7882867133
217829_s_at	10713	1	0.5255244755	0.5255244755
217830_s_at	55968	1	0.5255244755	0.5255244755
217831_s_at	55968	1	0.6131118881	0.6131118881
217832_at	10492	0.6666666667	0.8758741259	0.5839160839
217833_at	10492	0.6666666667	0.7006993007	0.4671328671
217834_s_at	10492	0.6666666667	0.6131118881	0.4087412587
217836_s_at	55249	0.9230769231	0.6131118881	0.5659494352
217838_s_at	51466	1	0.7707692308	0.7707692308
217839_at	10342	1	0.6902097902	0.6902097902
217840_at	51428	1	0.7006993007	0.7006993007
217841_s_at	51400	1	0.5255244755	0.5255244755
217843_s_at	29079	1	0.5255244755	0.5255244755
217844_at	58190	1	0.6131118881	0.6131118881
217845_x_at	25994	1	0.6867132867	0.6867132867
217846_at	5859	0.6	0.7882867133	0.472972028
217847_s_at	9967	0.0080645161	0.7006993007	0.0056508008
217848_s_at	5464	0.0909090909	0.7882867133	0.0716624285
217849_s_at	9578	0.5	0.7882867133	0.3941433566
217850_at	26354	0.6	0.7006993007	0.4204195804
217851_s_at	51012	1	0.7882867133	0.7882867133
217852_s_at	55207	1	0.7882867133	0.7882867133
217853_at	64759	1	0.7006993007	0.7006993007
217854_s_at	5434	0.1	0.4379370629	0.0437937063
217855_x_at	51150	1	0.423951049	0.423951049
217856_at	9939	0.125	0.4379370629	0.0547421329
217857_s_at	9939	0.125	0.2627622378	0.0328452797
217858_s_at	51566	1	0.8758741259	0.8758741259
217859_s_at	55334	0.75	0.7882867133	0.591215035
217860_at	4705	0.0322580645	0.7882867133	0.0254286037
217861_s_at	10113	1	0.6131118881	0.6131118881
217862_at	8554	0.25	0.7882867133	0.1970716783
217864_s_at	8554	0.375	0.6131118881	0.229916958
217865_at	55819	1	0.8758741259	0.8758741259
217866_at	79869	0.7142857143	0.8758741259	0.6256243756
217867_x_at	25825	1	0.4379370629	0.4379370629
217868_s_at	51108	1	0.8758741259	0.8758741259
217869_at	51144	1	0.7006993007	0.7006993007
217870_s_at	51727	1	0.8758741259	0.8758741259
217872_at	55011	1	0.6131118881	0.6131118881
217873_at	51719	1	0.6131118881	0.6131118881
217874_at	8802	0.125	0.7006993007	0.0875874126
217875_s_at	56937	1	0.6131118881	0.6131118881
217876_at	9328	0.75	0.561013986	0.4207604895
217877_s_at	60313	0.75	0.8758741259	0.6569055944
217878_s_at	996	0.0130597015	0.8758741259	0.0114386546
217879_at	996	0.0130597015	0.7006993007	0.0091509237
217880_at	996	0.0130597015	0.6131118881	0.0080070582
217881_s_at	996	0.0130597015	0.6131118881	0.0080070582
217882_at	55831	1	0.6131118881	0.6131118881
217883_at	27249	0.0031746032	0.7006993007	0.0022244422
217884_at	55226	1	0.8758741259	0.8758741259
217885_at	55705	1	0.7743006993	0.7743006993
217886_at	2060	0.2727272727	0.7882867133	0.2149872854
217887_s_at	2060	0.2727272727	0.7006993007	0.1910998093
217888_s_at	55738	0.875	0.5255244755	0.4598339161
217889_s_at	79901	1	0.6131118881	0.6131118881
217890_s_at	55742	1	0.4379370629	0.4379370629
217891_at	64755	1	0.6131118881	0.6131118881
217892_s_at	51474	1	0.7006993007	0.7006993007
217893_s_at	79647	1	0.6131118881	0.6131118881
217894_at	51133	1	0.8758741259	0.8758741259
217895_at	55037	1	0.7882867133	0.7882867133
217896_s_at	80011	1	0.7882867133	0.7882867133
217897_at	53826	0.8333333333	0.7743006993	0.6452505828
217898_at	56851	1	0.6131118881	0.6131118881
217899_at	54867	1	0.7006993007	0.7006993007
217900_at	55699	1	0.7882867133	0.7882867133
217901_at	1829	0.25	0.8758741259	0.2189685315
217902_s_at	8924	0.3125	0.8723776224	0.272618007
217903_at	29888	1	0.7006993007	0.7006993007
217904_s_at	23621	1	0.2627622378	0.2627622378
217905_at	79892	1	0.7882867133	0.7882867133
217906_at	23588	1	0.6131118881	0.6131118881
217907_at	29074	1	0.7006993007	0.7006993007
217908_s_at	55827	1	0.8758741259	0.8758741259
217909_s_at	6945	0.5	0.8758741259	0.4379370629
217910_x_at	6945	0.5	0.0736013986	0.0368006993
217911_s_at	9531	0.6666666667	0.7006993007	0.4671328671
217912_at	64118	0.75	0.7006993007	0.5255244755
217913_at	27183	0.2	0.7882867133	0.1576573427
217914_at	53373	0.8	0.7006993007	0.5605594406
217915_s_at	51187	1	0.7882867133	0.7882867133
217916_s_at	51571	1	0.6131118881	0.6131118881
217917_s_at	83658	1	0.9634615385	0.9634615385
217918_at	83658	1	0.7882867133	0.7882867133
217919_s_at	28977	0.5	0.6131118881	0.3065559441
217920_at	10905	1	0.8758741259	0.8758741259
217923_at	553115	1	0.7006993007	0.7006993007
217924_at	64771	1	0.7882867133	0.7882867133
217925_s_at	64771	1	0.7006993007	0.7006993007
217926_at	28974	1	0.6131118881	0.6131118881
217927_at	28972	1	0.6131118881	0.6131118881
217928_s_at	55291	1	0.7006993007	0.7006993007
217929_s_at	79932	1	0.5255244755	0.5255244755
217930_s_at	54472	1	0.7882867133	0.7882867133
217931_at	10695	1	0.4379370629	0.4379370629
217932_at	51081	1	0.7006993007	0.7006993007
217933_s_at	51056	0.3333333333	0.7006993007	0.2335664336
217935_s_at	55245	1	0.7882867133	0.7882867133
217936_at	394	0.0240963855	0.7006993007	0.0168843205
217937_s_at	51564	1	0.4274475524	0.4274475524
217938_s_at	56888	1	0.8758741259	0.8758741259
217939_s_at	54812	1	0.7882867133	0.7882867133
217940_s_at	55739	1	0.8758741259	0.8758741259
217941_s_at	55914	0.8571428571	0.7882867133	0.6756743257
217942_at	60488	1	0.8758741259	0.8758741259
217943_s_at	55700	1	0.8758741259	0.8758741259
217944_at	55624	1	0.7006993007	0.7006993007
217945_at	53339	0.6666666667	0.8236013986	0.5490675991
217946_s_at	10055	0.8	0.6131118881	0.4904895105
217947_at	54918	1	0.7743006993	0.7743006993
217948_at	26071	1	0.4379370629	0.4379370629
217949_s_at	79001	1	0.6131118881	0.6131118881
217950_at	51070	0.3333333333	0.6131118881	0.2043706294
217951_s_at	23469	1	0.7882867133	0.7882867133
217952_x_at	23469	0.875	0.6131118881	0.5364729021
217953_at	23469	0.25	0.7006993007	0.1751748252
217954_s_at	23469	0.875	0.6131118881	0.5364729021
217955_at	23786	0.8	0.5255244755	0.4204195804
217956_s_at	58478	1	0.7006993007	0.7006993007
217957_at	29105	1	0.7882867133	0.7882867133
217958_at	51399	0.5	0.6061188811	0.3030594406
217959_s_at	51399	0.5	0.7006993007	0.3503496503
217960_s_at	56993	1	0.7006993007	0.7006993007
217961_at	54977	1	0.3503496503	0.3503496503
217962_at	55505	1	0.7006993007	0.7006993007
217963_s_at	27018	0.4	0.7006993007	0.2802797203
217964_at	54902	1	0.7006993007	0.7006993007
217965_s_at	29115	1	0.7882867133	0.7882867133
217966_s_at	116496	1	0.6131118881	0.6131118881
