PROBEID	ENTREZID	Coverage	Specificity	Cov_Spec
ILMN_1672899 5443 1 0.996 0.996
ILMN_1684854 126123 1 0.996 0.996
ILMN_1671731 60370 1 0.996 0.996
ILMN_1699113 286411 0.333333333333333 0.996 0.332
ILMN_2124386 5863 1 0.996 0.996
ILMN_1666468 6091 0.166666666666667 0.996 0.166
ILMN_1664773 79096 1 0.996 0.996
ILMN_1810651 2158 0.5 0.996 0.498
ILMN_3204890 3329 1 0.798 0.798
ILMN_3298511 728537 1 0.996 0.996
ILMN_1727150 10170 0.5 0.887 0.4435
ILMN_1713462 343 1 0.996 0.996
ILMN_2224619 9939 1 0.996 0.996
ILMN_1714569 5127 0.333333333333333 0.996 0.332
ILMN_1670218 118460 1 0.996 0.996
ILMN_2397028 5271 1 0.996 0.996
ILMN_1707342 26018 1 0.996 0.996
ILMN_2128795 26018 1 0.996 0.996
ILMN_2046730 6281 1 0.996 0.996
ILMN_3239568 340156 0.875 0.996 0.8715
ILMN_1789387 10008 1 0.996 0.996
ILMN_1731498 165829 1 0.996 0.996
ILMN_1653342 64118 1 0.996 0.996
ILMN_1665148 3921 0.666666666666667 0.719 0.479333333333333
ILMN_2348512 79364 1 0.996 0.996
ILMN_1744713 11315 1 0.996 0.996
ILMN_3249142 653808 1 0.996 0.996
ILMN_2121774 653808 1 0.996 0.996
ILMN_1743655 54732 1 0.996 0.996
ILMN_2067303 59351 1 0.996 0.996
ILMN_1807206 115817 1 0.996 0.996
ILMN_1698117 84677 0.333333333333333 0.996 0.332
ILMN_1664630 1111 0.75 0.996 0.747
ILMN_1789691 343702 1 0.996 0.996
ILMN_3237878 10288 1 0.996 0.996
ILMN_3245811 113746 1 0.996 0.996
ILMN_1792597 1427 1 0.996 0.996
ILMN_1762528 101927345 1 0.917 0.917
ILMN_1814924 91775 1 0.996 0.996
ILMN_2392717 51574 1 0.996 0.996
ILMN_1713636 6277 1 0.996 0.996
ILMN_3243744 55837 1 0.996 0.996
ILMN_2341467 55486 1 0.996 0.996
ILMN_2257665 55486 0.5 0.996 0.498
ILMN_1685357 6253 0.333333333333333 0.996 0.332
ILMN_2347249 343637 1 0.996 0.996
ILMN_1750625 343637 1 0.996 0.996
ILMN_1732985 51105 0.714285714285714 0.996 0.711428571428571
ILMN_1706268 5729 1 0.996 0.996
ILMN_2062714 5729 1 0.996 0.996
ILMN_1774330 23302 0.75 0.996 0.747
ILMN_1789027 138639 0.375 0.996 0.3735
ILMN_1781416 10023 1 0.996 0.996
ILMN_1736180 10023 1 0.996 0.996
ILMN_1809590 51659 1 0.996 0.996
ILMN_1742131 27132 1 0.996 0.996
ILMN_2106902 1112 1 0.996 0.996
ILMN_1667507 390595 1 0.996 0.996
ILMN_1720595 266727 0.333333333333333 0.996 0.332
ILMN_1744794 83844 1 0.996 0.996
ILMN_1670172 55339 0.333333333333333 0.996 0.332
ILMN_2383913 55339 1 0.996 0.996
ILMN_3245578 6189 1 0.719 0.719
ILMN_2415235 1454 1 0.996 0.996
ILMN_1688825 119764 1 0.996 0.996
ILMN_1755075 3422 1 0.996 0.996
ILMN_3248132 100129534 1 0.996 0.996
ILMN_1797359 85363 0.166666666666667 0.996 0.166
ILMN_1684211 23541 0.75 0.996 0.747
ILMN_1701905 84660 1 0.996 0.996
ILMN_1724659 25792 1 0.996 0.996
ILMN_2204726 51366 1 0.996 0.996
ILMN_1741253 51366 1 0.996 0.996
ILMN_3310088 100302217 1 0.996 0.996
ILMN_1715864 4810 1 0.996 0.996
ILMN_1676102 4810 0.5 0.996 0.498
ILMN_1755221 81562 1 0.996 0.996
ILMN_3240117 64853 1 0.996 0.996
ILMN_1692219 80223 1 0.996 0.996
ILMN_1702125 3217 1 0.996 0.996
ILMN_1739946 79001 1 0.996 0.996
ILMN_1786139 79001 0.5 0.996 0.498
ILMN_1684585 2180 1 0.996 0.996
ILMN_1652806 522 0.333333333333333 0.917 0.305666666666667
ILMN_1670302 3101 1 0.996 0.996
ILMN_1701958 1739 1 0.996 0.996
ILMN_1746213 124460 0.333333333333333 0.996 0.332
ILMN_1798612 124460 1 0.996 0.996
ILMN_3246037 374569 1 0.996 0.996
ILMN_1724877 84552 1 0.996 0.996
ILMN_1674344 84552 1 0.996 0.996
ILMN_2415128 80139 1 0.996 0.996
ILMN_2315694 92335 1 0.996 0.996
ILMN_1749218 10210 1 0.996 0.996
ILMN_2169736 161779 1 0.996 0.996
ILMN_1746618 164091 1 0.996 0.996
ILMN_1799086 65243 1 0.996 0.996
ILMN_2048388 65243 1 0.996 0.996
ILMN_1703667 3761 0.5 0.996 0.498
ILMN_1671557 7262 1 0.996 0.996
ILMN_1670490 10630 1 0.996 0.996
ILMN_2321339 171568 1 0.996 0.996
ILMN_1775853 9223 1 0.996 0.996
ILMN_3187862 127602 0.333333333333333 0.996 0.332
ILMN_3264330 127602 0.333333333333333 0.996 0.332
ILMN_1722156 112611 1 0.996 0.996
ILMN_1677043 8574 1 0.996 0.996
ILMN_2041190 2150 1 0.996 0.996
ILMN_1673113 2150 1 0.996 0.996
ILMN_1730622 51466 1 0.996 0.996
ILMN_1777118 55756 1 0.996 0.996
ILMN_1718558 64761 1 0.996 0.996
ILMN_1660810 55761 0.5 0.996 0.498
ILMN_1759175 11221 1 0.996 0.996
ILMN_1658416 51023 1 0.996 0.996
ILMN_1729546 284325 1 0.996 0.996
ILMN_1743194 8411 1 0.996 0.996
ILMN_2260224 5998 0.0555555555555556 0.996 0.0553333333333333
ILMN_2228132 126536 1 0.996 0.996
ILMN_1805027 147700 1 0.996 0.996
ILMN_1770281 23085 0.5 0.996 0.498
ILMN_1712075 23336 1 0.996 0.996
ILMN_2411915 23192 1 0.996 0.996
ILMN_2387303 257218 0.857142857142857 0.996 0.853714285714286
ILMN_1651838 27289 1 0.996 0.996
ILMN_1702420 9752 0.5 0.996 0.498
ILMN_1784316 9752 1 0.996 0.996
ILMN_1812093 257313 1 0.996 0.996
ILMN_2180232 257313 1 0.996 0.996
ILMN_1688230 144983 0.5 0.996 0.498
ILMN_1707448 51755 0.75 0.996 0.747
ILMN_1664798 9380 1 0.996 0.996
ILMN_1694007 155 1 0.996 0.996
ILMN_1712312 8766 1 0.996 0.996
ILMN_3209755 91408 1 0.778 0.778
ILMN_1756071 4240 0.333333333333333 0.857 0.285666666666667
ILMN_3305942 729970 1 0.996 0.996
ILMN_1689425 374407 1 0.996 0.996
ILMN_1731107 80212 1 0.996 0.996
ILMN_1667893 64759 1 0.996 0.996
ILMN_3195198 3872 1 0.857 0.857
ILMN_1719254 114088 1 0.996 0.996
ILMN_1763433 114088 0.333333333333333 0.996 0.332
ILMN_1763640 57701 0.75 0.996 0.747
ILMN_2356955 5325 1 0.996 0.996
ILMN_1674645 80705 0.142857142857143 0.996 0.142285714285714
ILMN_1793628 51156 1 0.996 0.996
ILMN_1752548 388533 1 0.996 0.996
ILMN_3206217 54498 0.833333333333333 0.996 0.83
ILMN_1789557 644135 0.75 0.996 0.747
ILMN_3291324 10094 1 0.679 0.679
ILMN_1693394 10295 1 0.996 0.996
ILMN_1709153 51334 1 0.996 0.996
ILMN_1789558 51101 1 0.996 0.996
ILMN_2057981 51101 1 0.996 0.996
ILMN_1806849 5369 1 0.857 0.857
ILMN_1755423 171558 1 0.758 0.758
ILMN_1814464 10266 1 0.857 0.857
ILMN_2353110 5733 1 0.996 0.996
ILMN_1815556 118471 1 0.996 0.996
ILMN_2373515 3320 1 0.996 0.996
ILMN_2083559 9907 1 0.996 0.996
ILMN_2296776 5786 0.333333333333333 0.996 0.332
ILMN_2411794 5786 1 0.996 0.996
ILMN_1666560 8100 0.428571428571429 0.969666666666667 0.415571428571429
ILMN_3307791 388650 0.8 0.996 0.7968
ILMN_3247988 388381 1 0.996 0.996
ILMN_3255124 51062 1 0.996 0.996
ILMN_1675956 1130 0.6 0.996 0.5976
ILMN_1669031 1130 0.8 0.996 0.7968
ILMN_1738494 364 0.333333333333333 0.996 0.332
ILMN_1689234 643836 1 0.9126 0.9126
ILMN_1688602 6314 1 0.996 0.996
ILMN_1804668 27288 1 0.996 0.996
ILMN_1707943 126074 1 0.996 0.996
ILMN_1711032 387733 1 0.996 0.996
ILMN_3310416 767579 1 0.996 0.996
ILMN_1811364 130367 0.5 0.996 0.498
ILMN_2335198 8648 1 0.996 0.996
ILMN_3235857 1768 1 0.996 0.996
ILMN_1775739 28316 0.666666666666667 0.996 0.664
ILMN_1690050 7135 1 0.996 0.996
ILMN_1785170 9823 1 0.996 0.996
ILMN_1743939 134553 1 0.996 0.996
ILMN_1685037 435 1 0.996 0.996
ILMN_1719774 317762 1 0.996 0.996
ILMN_1686679 58499 1 0.996 0.996
ILMN_3240306 26798 1 0.996 0.996
ILMN_1764402 64184 1 0.996 0.996
ILMN_1759501 9966 1 0.996 0.996
ILMN_2106380 9966 1 0.996 0.996
ILMN_3247306 79100 1 0.996 0.996
ILMN_1769032 92292 0.5 0.996 0.498
ILMN_1719577 256815 1 0.996 0.996
ILMN_1779347 84253 1 0.996 0.996
ILMN_2370825 472 1 0.996 0.996
ILMN_1779214 472 1 0.996 0.996
ILMN_1713630 472 0.428571428571429 0.996 0.426857142857143
ILMN_2200562 595101 1 0.996 0.996
ILMN_1689734 3557 0.166666666666667 0.996 0.166
ILMN_1713178 201627 0.5 0.996 0.498
ILMN_1759598 1749 1 0.996 0.996
ILMN_1772492 6752 1 0.659 0.659
ILMN_3244960 112939 1 0.996 0.996
ILMN_1658231 112939 1 0.996 0.996
ILMN_1772821 85379 1 0.996 0.996
ILMN_3230508 112597 0.25 0.996 0.249
ILMN_2397024 8405 1 0.996 0.996
ILMN_1812902 116159 1 0.996 0.996
ILMN_2184262 4940 1 0.996 0.996
ILMN_1745397 4940 1 0.996 0.996
ILMN_1676197 84918 1 0.996 0.996
ILMN_2079508 7754 1 0.996 0.996
ILMN_1699340 7552 1 0.996 0.996
ILMN_1800253 7552 1 0.996 0.996
ILMN_1748812 222865 1 0.996 0.996
ILMN_1791438 255374 1 0.996 0.996
ILMN_1785380 6506 1 0.996 0.996
ILMN_1692664 55615 1 0.996 0.996
ILMN_1652082 2000 1 0.996 0.996
ILMN_1781745 401546 1 0.996 0.996
ILMN_1814971 22980 1 0.996 0.996
ILMN_3191239 55422 0.142857142857143 0.778 0.111142857142857
ILMN_2339655 5598 1 0.996 0.996
ILMN_1709623 5598 1 0.996 0.996
ILMN_1662432 80207 0.5 0.996 0.498
ILMN_1652819 80207 0.75 0.996 0.747
ILMN_2284591 80207 0.75 0.996 0.747
ILMN_1812688 54978 1 0.996 0.996
ILMN_2259633 55904 0.666666666666667 0.8375 0.558333333333333
ILMN_2344988 55904 1 0.996 0.996
ILMN_1806655 395 0.857142857142857 0.996 0.853714285714286
ILMN_1673358 395 0.142857142857143 0.996 0.142285714285714
ILMN_2362293 81545 1 0.996 0.996
ILMN_1754811 81545 1 0.996 0.996
ILMN_1803464 10745 0.666666666666667 0.996 0.664
ILMN_1770035 57727 1 0.996 0.996
ILMN_1774828 55591 1 0.996 0.996
ILMN_1706337 401474 0.333333333333333 0.996 0.332
ILMN_1686097 7153 1 0.996 0.996
ILMN_1666167 25774 1 0.996 0.996
ILMN_1878866 497189 1 0.996 0.996
ILMN_1730159 497189 1 0.996 0.996
ILMN_1699071 56911 0.875 0.996 0.8715
ILMN_1659893 50514 1 0.996 0.996
ILMN_2108366 55285 0.666666666666667 0.996 0.664
ILMN_1695717 55285 1 0.996 0.996
ILMN_1867664 55304 1 0.996 0.996
ILMN_2233454 55304 1 0.996 0.996
ILMN_1691340 27101 1 0.996 0.996
ILMN_1726574 27101 0.5 0.996 0.498
ILMN_2190676 654429 1 0.917 0.917
ILMN_1777182 176 0.5 0.996 0.498
ILMN_1651415 91319 0.428571428571429 0.996 0.426857142857143
ILMN_1731111 91319 0.142857142857143 0.996 0.142285714285714
ILMN_2328952 23155 1 0.996 0.996
ILMN_2131336 23306 1 0.996 0.996
ILMN_1776939 931 0.5 0.996 0.498
ILMN_1697830 931 1 0.996 0.996
ILMN_1663383 25929 1 0.996 0.996
ILMN_2221076 55421 1 0.996 0.996
ILMN_2380754 900 1 0.996 0.996
ILMN_1694491 900 1 0.996 0.996
ILMN_1768399 27236 0.5 0.996 0.498
ILMN_1696977 728012 1 0.937 0.937
ILMN_2174702 3093 1 0.996 0.996
ILMN_1782954 3093 1 0.996 0.996
ILMN_1713829 9536 1 0.996 0.996
ILMN_1780334 3759 1 0.996 0.996
ILMN_3291063 196 1 0.996 0.996
ILMN_3245769 148753 1 0.996 0.996
ILMN_1758599 148753 1 0.996 0.996
ILMN_1685022 23473 1 0.996 0.996
ILMN_1743111 389396 1 0.996 0.996
ILMN_1770911 80023 1 0.996 0.996
ILMN_1674706 10797 1 0.996 0.996
ILMN_1729976 283489 1 0.996 0.996
ILMN_1810942 1577 0.75 0.996 0.747
ILMN_2373099 23318 0.75 0.996 0.747
ILMN_1708485 55909 0.5 0.996 0.498
ILMN_2196335 55726 1 0.996 0.996
ILMN_2196337 55726 1 0.996 0.996
ILMN_1809323 84302 1 0.996 0.996
ILMN_1806023 3725 1 0.996 0.996
ILMN_3243639 653545 1 0.987222222222222 0.987222222222222
ILMN_1695579 11113 1 0.996 0.996
ILMN_2043816 81873 1 0.996 0.996
ILMN_1747577 210 1 0.996 0.996
ILMN_1679898 210 0.5 0.996 0.498
ILMN_1683658 2280 0.666666666666667 0.996 0.664
ILMN_3244713 728695 1 0.996 0.996
ILMN_2302983 80036 1 0.996 0.996
ILMN_1722850 245806 0.5 0.996 0.498
ILMN_1671583 23608 0.333333333333333 0.996 0.332
ILMN_1775330 388115 1 0.818 0.818
ILMN_1658210 154743 1 0.996 0.996
ILMN_1749429 203430 1 0.917 0.917
ILMN_1671500 203430 1 0.996 0.996
ILMN_1684143 23467 1 0.996 0.996
ILMN_1802615 1021 1 0.996 0.996
ILMN_1655377 56945 1 0.996 0.996
ILMN_1784860 5983 0.5 0.996 0.498
ILMN_1658143 5983 1 0.996 0.996
ILMN_2099594 6726 1 0.996 0.996
ILMN_1739770 9443 1 0.996 0.996
ILMN_2229170 9443 1 0.996 0.996
ILMN_1753005 5649 1 0.996 0.996
ILMN_1689972 9136 1 0.996 0.996
ILMN_1729639 49861 1 0.996 0.996
ILMN_1778788 51421 0.5 0.996 0.498
ILMN_1686659 126370 1 0.996 0.996
ILMN_1702764 54708 1 0.996 0.996
ILMN_2047430 54708 1 0.996 0.996
ILMN_2380418 23299 1 0.996 0.996
ILMN_1771268 23299 0.5 0.996 0.498
ILMN_2257432 5888 1 0.996 0.996
ILMN_2103761 7091 1 0.996 0.996
ILMN_1696704 7091 1 0.996 0.996
ILMN_1703041 3425 1 0.996 0.996
ILMN_1724109 1488 1 0.659 0.659
ILMN_1677790 644554 1 0.996 0.996
ILMN_2311518 6738 1 0.996 0.996
ILMN_2241775 6738 0.5 0.996 0.498
ILMN_2403730 51606 1 0.996 0.996
ILMN_1683598 2182 1 0.996 0.996
ILMN_1686362 1413 1 0.996 0.996
ILMN_3236080 254228 1 0.996 0.996
ILMN_1693372 10527 1 0.838 0.838
ILMN_3263363 6196 1 0.996 0.996
ILMN_1673191 338324 1 0.996 0.996
ILMN_2404548 78987 0.75 0.996 0.747
ILMN_1657891 8658 1 0.996 0.996
ILMN_1664330 634 0.5 0.996 0.498
ILMN_1665838 29957 0.5 0.996 0.498
ILMN_2067052 643812 1 0.996 0.996
ILMN_1675546 643812 1 0.996 0.996
ILMN_2202894 2151 1 0.996 0.996
ILMN_1728923 2151 1 0.996 0.996
ILMN_1678879 137392 1 0.738 0.738
ILMN_3243914 93432 1 0.996 0.996
ILMN_2410909 207 1 0.996 0.996
ILMN_1679134 54780 0.666666666666667 0.996 0.664
ILMN_1798104 2903 1 0.996 0.996
ILMN_1736479 283768 1 0.719 0.719
ILMN_1800425 6548 1 0.996 0.996
ILMN_3275354 140885 0.4 0.877 0.3508
ILMN_1810922 5116 1 0.996 0.996
ILMN_1790556 84639 1 0.996 0.996
ILMN_2338268 83451 1 0.996 0.996
ILMN_1673356 128876 1 0.996 0.996
ILMN_1685974 84275 1 0.996 0.996
ILMN_2357701 93986 0.75 0.996 0.747
ILMN_1805812 1861 1 0.996 0.996
ILMN_1728660 9512 1 0.996 0.996
ILMN_2083818 149371 1 0.996 0.996
ILMN_1805693 51291 1 0.996 0.996
ILMN_3244162 147872 1 0.996 0.996
ILMN_2342033 50848 1 0.996 0.996
ILMN_1690442 85019 0.666666666666667 0.996 0.664
ILMN_3256742 6235 0.666666666666667 0.758 0.505333333333333
ILMN_3275345 6232 1 0.838 0.838
ILMN_2228463 1644 0.875 0.996 0.8715
ILMN_1710222 100506700 1 0.996 0.996
ILMN_3234879 653786 1 0.996 0.996
ILMN_2150402 169200 1 0.996 0.996
ILMN_1715753 81870 1 0.996 0.996
ILMN_1693749 652 0.25 0.996 0.249
ILMN_1740900 652 1 0.996 0.996
ILMN_1723177 51433 1 0.996 0.996
ILMN_2240128 6103 0.333333333333333 0.996 0.332
ILMN_1755354 51087 1 0.996 0.996
ILMN_1765773 401124 1 0.996 0.996
ILMN_1692539 23616 1 0.996 0.996
ILMN_1714965 4790 1 0.996 0.996
ILMN_1716907 54867 1 0.917 0.917
ILMN_2320349 23621 1 0.996 0.996
ILMN_1752884 344752 1 0.996 0.996
ILMN_2167858 145645 1 0.996 0.996
ILMN_1791376 145645 1 0.996 0.996
ILMN_1764873 1994 1 0.996 0.996
ILMN_1721167 4661 1 0.996 0.996
ILMN_1716279 1062 1 0.996 0.996
ILMN_1725862 9960 1 0.996 0.996
ILMN_1675472 647979 1 0.996 0.996
ILMN_2395204 79811 1 0.996 0.996
ILMN_1651339 23074 0.833333333333333 0.996 0.83
ILMN_1737705 23074 0.666666666666667 0.996 0.664
ILMN_2228453 9731 1 0.996 0.996
ILMN_2351930 51592 1 0.996 0.996
ILMN_1768551 197135 1 0.996 0.996
ILMN_1781560 10402 1 0.996 0.996
ILMN_3235449 100131997 1 0.996 0.996
ILMN_1682270 2263 1 0.996 0.996
ILMN_1784447 51196 1 0.996 0.996
ILMN_3183170 400553 0.75 0.996 0.747
ILMN_2305721 10585 1 0.996 0.996
ILMN_2238506 10585 0.555555555555556 0.9328 0.518222222222222
ILMN_1712707 79575 1 0.996 0.996
ILMN_1678547 151835 1 0.996 0.996
ILMN_1715374 3645 1 0.996 0.996
ILMN_1663793 116449 1 0.996 0.996
ILMN_1710993 284680 1 0.996 0.996
ILMN_1729051 2956 1 0.996 0.996
ILMN_1788655 64109 1 0.996 0.996
ILMN_1795304 64109 0.5 0.996 0.498
ILMN_1656292 6144 1 0.758 0.758
ILMN_1688011 5976 1 0.996 0.996
ILMN_3251298 79896 1 0.996 0.996
ILMN_1782688 79896 1 0.996 0.996
ILMN_1773204 57105 1 0.996 0.996
ILMN_1779778 284338 1 0.996 0.996
ILMN_3246793 441161 1 0.996 0.996
ILMN_1813544 5019 0.5 0.996 0.498
ILMN_2367440 116966 1 0.996 0.996
ILMN_1688565 51157 1 0.996 0.996
ILMN_1715065 51157 0.166666666666667 0.996 0.166
ILMN_2207988 5274 1 0.996 0.996
ILMN_1793651 7334 0.5 0.996 0.498
ILMN_3280238 8694 1 0.996 0.996
ILMN_1756573 56901 1 0.996 0.996
ILMN_1665207 404216 1 0.996 0.996
ILMN_2049303 1632 1 0.996 0.996
ILMN_1699057 3767 1 0.996 0.996
ILMN_2139052 7586 1 0.996 0.996
ILMN_1712914 10501 1 0.996 0.996
ILMN_1689020 10501 1 0.996 0.996
ILMN_1691570 29081 1 0.996 0.996
ILMN_1771799 7562 1 0.996 0.996
ILMN_1679809 2950 1 0.996 0.996
ILMN_1766914 4239 1 0.996 0.996
ILMN_1758978 56062 1 0.996 0.996
ILMN_1696935 9584 1 0.996 0.996
ILMN_1799327 128367 1 0.996 0.996
ILMN_1784206 653308 0.75 0.996 0.747
ILMN_1745702 50 1 0.758 0.758
ILMN_1731924 10606 0.2 0.976 0.1952
ILMN_1789804 440072 1 0.996 0.996
ILMN_2258004 284207 0.333333333333333 0.996 0.332
ILMN_2342066 284207 1 0.996 0.996
ILMN_1806533 27115 1 0.996 0.996
ILMN_2297196 94030 1 0.996 0.996
ILMN_1712854 642394 1 0.996 0.996
ILMN_3287244 90231 0.75 0.943333333333333 0.7075
ILMN_1707021 100272228 1 0.996 0.996
ILMN_1733757 374395 1 0.996 0.996
ILMN_1729487 2766 1 0.996 0.996
ILMN_1708249 9572 1 0.996 0.996
ILMN_1782862 6998 1 0.996 0.996
ILMN_1729430 84893 1 0.996 0.996
ILMN_2336803 6103 1 0.996 0.996
ILMN_1727813 25874 1 0.996 0.996
ILMN_3211463 3178 0.5 0.758 0.379
ILMN_1660635 51110 1 0.996 0.996
ILMN_2127722 345757 1 0.996 0.996
ILMN_1712577 345757 1 0.996 0.996
ILMN_2168766 58508 1 0.877 0.877
ILMN_1661733 2348 1 0.996 0.996
ILMN_1736820 8342 1 0.996 0.996
ILMN_3236284 51529 0.0769230769230769 0.996 0.0766153846153846
ILMN_2354222 26206 1 0.996 0.996
ILMN_1775708 6515 1 0.956 0.956
ILMN_3251572 79137 0.333333333333333 0.996 0.332
ILMN_1684293 10541 1 0.996 0.996
ILMN_1712657 2186 0.75 0.996 0.747
ILMN_3239460 4947 1 0.996 0.996
ILMN_1798855 9182 1 0.996 0.996
ILMN_1781182 339122 1 0.996 0.996
ILMN_2404063 351 1 0.996 0.996
ILMN_2404065 351 1 0.996 0.996
ILMN_2360784 6238 1 0.996 0.996
ILMN_2268381 6238 0.5 0.996 0.498
ILMN_1803810 6238 1 0.996 0.996
ILMN_1733311 9488 1 0.996 0.996
ILMN_1693317 51112 0.666666666666667 0.996 0.664
ILMN_1714159 7798 1 0.996 0.996
ILMN_2075962 57453 1 0.996 0.996
ILMN_2234310 80772 1 0.996 0.996
ILMN_3241282 91646 1 0.996 0.996
ILMN_1680714 3981 1 0.996 0.996
ILMN_1798177 91612 1 0.996 0.996
ILMN_1791500 2917 0.5 0.996 0.498
ILMN_1744929 5731 1 0.996 0.996
ILMN_1727809 140901 1 0.996 0.996
ILMN_1770767 445328 1 0.996 0.996
ILMN_2256359 55552 1 0.996 0.996
ILMN_1662618 8878 1 0.996 0.996
ILMN_1686832 2649 1 0.996 0.996
ILMN_2352881 2649 1 0.996 0.996
ILMN_2058512 5683 1 0.996 0.996
ILMN_1766204 170589 1 0.996 0.996
ILMN_1684197 27238 1 0.996 0.996
ILMN_2128484 11313 1 0.838 0.838
ILMN_1771962 2737 1 0.996 0.996
ILMN_1782741 124599 1 0.996 0.996
ILMN_1652357 8050 1 0.996 0.996
ILMN_2180171 6572 1 0.996 0.996
ILMN_3219097 116437 1 0.996 0.996
ILMN_3234418 116437 0.25 0.917 0.22925
ILMN_1680814 1907 1 0.996 0.996
ILMN_1745154 84612 1 0.996 0.996
ILMN_1797698 10137 1 0.996 0.996
ILMN_2329834 10137 1 0.996 0.996
ILMN_1686464 353189 1 0.996 0.996
ILMN_1719646 284307 1 0.996 0.996
ILMN_1675819 144347 1 0.996 0.996
ILMN_2047460 374946 1 0.996 0.996
ILMN_1796642 4688 1 0.996 0.996
ILMN_1696826 144132 0.5 0.996 0.498
ILMN_1672135 284370 1 0.996 0.996
ILMN_2274180 8195 0.5 0.996 0.498
ILMN_1718718 8195 1 0.996 0.996
ILMN_1652072 167359 1 0.996 0.996
ILMN_2395214 91010 0.5 0.996 0.498
ILMN_1657955 91010 0.5 0.996 0.498
ILMN_2391245 140886 1 0.996 0.996
ILMN_2285390 140886 1 0.996 0.996
ILMN_1706672 50833 1 0.996 0.996
ILMN_2077905 5738 1 0.996 0.996
ILMN_1804955 8722 1 0.996 0.996
ILMN_3225983 728927 1 0.996 0.996
ILMN_1672149 118487 1 0.996 0.996
ILMN_1800894 22859 1 0.996 0.996
ILMN_1742618 54739 0.5 0.996 0.498
ILMN_2370573 54739 0.5 0.996 0.498
ILMN_1708957 4604 0.375 0.996 0.3735
ILMN_1693891 80168 1 0.996 0.996
ILMN_1656373 54796 1 0.996 0.996
ILMN_1852022 729359 1 0.996 0.996
ILMN_2377056 55212 1 0.996 0.996
ILMN_1703111 55212 0.333333333333333 0.996 0.332
ILMN_1811068 26256 1 0.996 0.996
ILMN_1778321 11182 1 0.996 0.996
ILMN_1657823 56937 0.2 0.996 0.1992
ILMN_1722583 10328 1 0.996 0.996
ILMN_2184064 91947 1 0.917 0.917
ILMN_1660544 91947 1 0.996 0.996
ILMN_1739210 25936 0.666666666666667 0.996 0.664
ILMN_2376160 25936 1 0.996 0.996
ILMN_1830362 25936 0.666666666666667 0.996 0.664
ILMN_1844862 25936 1 0.996 0.996
ILMN_1736585 10972 1 0.996 0.996
ILMN_3262376 100130967 1 0.85225 0.85225
ILMN_3310775 100302255 1 0.996 0.996
ILMN_1687749 22797 0.333333333333333 0.996 0.332
ILMN_2381468 22797 1 0.996 0.996
ILMN_3225886 50507 0.888888888888889 0.798 0.709333333333333
ILMN_1689552 55793 1 0.966909090909091 0.966909090909091
ILMN_1755721 8416 1 0.996 0.996
ILMN_2176251 92667 1 0.996 0.996
ILMN_1780618 201931 1 0.996 0.996
ILMN_1677834 158257 1 0.996 0.996
ILMN_1769702 8733 1 0.996 0.996
ILMN_2157709 3476 1 0.798 0.798
ILMN_1673111 79042 0.928571428571429 0.996 0.924857142857143
ILMN_2368292 79042 0.928571428571429 0.996 0.924857142857143
ILMN_3310131 406882 1 0.996 0.996
ILMN_1729033 6133 0.666666666666667 0.996 0.664
ILMN_2408415 6133 1 0.996 0.996
ILMN_1750507 6133 1 0.996 0.996
ILMN_2292748 84289 1 0.9565 0.9565
ILMN_2404374 84289 0.5 0.996 0.498
ILMN_1702787 64218 1 0.996 0.996
ILMN_1772147 55124 1 0.996 0.996
ILMN_1769550 162394 1 0.996 0.996
ILMN_1752145 51752 0.2 0.996 0.1992
ILMN_1658016 128611 1 0.996 0.996
ILMN_2093775 128611 1 0.996 0.996
ILMN_2383591 11217 0.4 0.996 0.3984
ILMN_2281225 11217 1 0.996 0.996
ILMN_1745423 57050 1 0.996 0.996
ILMN_2090987 57050 1 0.996 0.996
ILMN_1767015 63035 1 0.996 0.996
ILMN_3231558 29990 1 0.996 0.996
ILMN_3213531 6144 1 0.917 0.917
ILMN_1654703 80045 1 0.996 0.996
ILMN_1663068 339541 1 0.996 0.996
ILMN_1746686 9533 0.5 0.996 0.498
ILMN_1767219 9533 1 0.996 0.996
ILMN_3213750 54927 1 0.758 0.758
ILMN_1691007 80339 1 0.996 0.996
ILMN_1703843 65059 0.5 0.996 0.498
ILMN_1691787 65059 1 0.996 0.996
ILMN_3237057 150159 1 0.897 0.897
ILMN_2353936 27178 1 0.996 0.996
ILMN_2288219 135935 1 0.996 0.996
ILMN_1656327 144423 1 0.996 0.996
ILMN_3234116 51372 1 0.838 0.838
ILMN_1657977 22921 1 0.996 0.996
ILMN_1662188 7481 1 0.9365 0.9365
ILMN_1772261 2734 1 0.996 0.996
ILMN_1711642 2954 0.333333333333333 0.996 0.332
ILMN_2076600 9452 1 0.996 0.996
ILMN_2076602 9452 1 0.996 0.996
ILMN_2217270 283748 1 0.996 0.996
ILMN_2319952 7421 0.75 0.996 0.747
ILMN_1727144 112401 1 0.996 0.996
ILMN_1767601 246705 1 0.996 0.996
ILMN_1809998 285095 1 0.996 0.996
ILMN_1696654 24138 1 0.996 0.996
ILMN_1699636 22985 1 0.996 0.996
ILMN_2166275 147111 1 0.996 0.996
ILMN_1748254 148206 1 0.996 0.996
ILMN_1752837 55207 1 0.996 0.996
ILMN_1812570 6464 1 0.996 0.996
ILMN_1721022 6464 1 0.996 0.996
ILMN_3291578 100131138 1 0.996 0.996
